3,-200,-0.02484,0,4.9027
3,-195,-0.023474,0,4.9107
3,-190,-0.022144,0,4.9182
3,-185,-0.020852,0,4.9254
3,-180,-0.019597,0,4.932
3,-175,-0.018381,0,4.9383
3,-170,-0.017204,0,4.9442
3,-165,-0.016068,0,4.9497
3,-160,-0.014973,0,4.9548
3,-155,-0.01392,0,4.9595
3,-150,-0.012908,0,4.9639
3,-145,-0.011938,0,4.968
3,-140,-0.011011,0,4.9718
3,-135,-0.010125,0,4.9752
3,-130,-0.009282,0,4.9784
3,-125,-0.0084806,0,4.9813
3,-120,-0.0077207,0,4.9839
3,-115,-0.0070019,0,4.9863
3,-110,-0.0063235,0,4.9885
3,-105,-0.005685,0,4.9904
3,-100,-0.0050853,0,4.9922
3,-95,-0.0045237,0,4.9937
3,-90,-0.003999,0,4.9951
3,-85,-0.00351,0,4.9963
3,-80,-0.0030556,0,4.9973
3,-75,-0.0026342,0,4.9982
3,-70,-0.0022445,0,4.999
3,-65,-0.0018848,0,4.9996
3,-60,-0.0015534,0,5.0002
3,-55,-0.0012486,0,5.0006
3,-50,-0.00096841,0,5.0009
3,-45,-0.00071103,0,5.0012
3,-40,-0.0004744,0,5.0013
3,-35,-0.00025642,0,5.0014
3,-30,-5.4981e-05,0,5.0015
3,-25,0.00013213,0,5.0014
3,-20,0.00030714,0,5.0013
3,-15,0.00047234,0,5.0012
3,-10,0.00063003,0,5.001
3,-5,0.00078254,0,5.0008
3,0,0.00093223,0,5.0005
3,5,0.0010815,0,5.0001
3,10,0.0012326,0,4.9997
3,15,0.0013879,0,4.9993
3,20,0.0015498,0,4.9988
3,25,0.0017207,0,4.9983
3,30,0.0019026,0,4.9977
3,35,0.002098,0,4.9971
3,40,0.002309,0,4.9964
3,45,0.0025378,0,4.9956
3,50,0.0027864,0,4.9947
3,55,0.0030568,0,4.9938
3,60,0.0033511,0,4.9928
3,65,0.003671,0,4.9916
3,70,0.0040184,0,4.9904
3,75,0.004395,0,4.989
3,80,0.0048023,0,4.9876
3,85,0.0052419,0,4.9859
3,90,0.0057151,0,4.9842
3,95,0.0062233,0,4.9822
3,100,0.0067676,0,4.9801
3,105,0.0073492,0,4.9778
3,110,0.0079689,0,4.9753
3,115,0.0086276,0,4.9726
3,120,0.009326,0,4.9697
3,125,0.010065,0,4.9665
3,130,0.010844,0,4.9631
3,135,0.011665,0,4.9594
3,140,0.012527,0,4.9554
3,145,0.013431,0,4.9512
3,150,0.014377,0,4.9466
3,155,0.015363,0,4.9417
3,160,0.016391,0,4.9365
3,165,0.01746,0,4.9309
3,170,0.018569,0,4.925
3,175,0.019718,0,4.9186
3,180,0.020907,0,4.9119
3,185,0.022133,0,4.9048
3,190,0.023397,0,4.8973
3,195,0.024698,0,4.8893
3,200,0.026034,0,4.8809
3.5,-200,-0.02484,0,4.9027
3.5,-195,-0.023474,0,4.9107
3.5,-190,-0.022144,0,4.9182
3.5,-185,-0.020852,0,4.9254
3.5,-180,-0.019597,0,4.932
3.5,-175,-0.018381,0,4.9383
3.5,-170,-0.017204,0,4.9442
3.5,-165,-0.016068,0,4.9497
3.5,-160,-0.014973,0,4.9548
3.5,-155,-0.01392,0,4.9595
3.5,-150,-0.012908,0,4.9639
3.5,-145,-0.011938,0,4.968
3.5,-140,-0.011011,0,4.9718
3.5,-135,-0.010125,0,4.9752
3.5,-130,-0.009282,0,4.9784
3.5,-125,-0.0084806,0,4.9813
3.5,-120,-0.0077207,0,4.9839
3.5,-115,-0.0070019,0,4.9863
3.5,-110,-0.0063235,0,4.9885
3.5,-105,-0.005685,0,4.9904
3.5,-100,-0.0050853,0,4.9922
3.5,-95,-0.0045237,0,4.9937
3.5,-90,-0.003999,0,4.9951
3.5,-85,-0.00351,0,4.9963
3.5,-80,-0.0030556,0,4.9973
3.5,-75,-0.0026342,0,4.9982
3.5,-70,-0.0022445,0,4.999
3.5,-65,-0.0018848,0,4.9996
3.5,-60,-0.0015534,0,5.0002
3.5,-55,-0.0012486,0,5.0006
3.5,-50,-0.00096841,0,5.0009
3.5,-45,-0.00071103,0,5.0012
3.5,-40,-0.0004744,0,5.0013
3.5,-35,-0.00025642,0,5.0014
3.5,-30,-5.4981e-05,0,5.0015
3.5,-25,0.00013213,0,5.0014
3.5,-20,0.00030714,0,5.0013
3.5,-15,0.00047234,0,5.0012
3.5,-10,0.00063003,0,5.001
3.5,-5,0.00078254,0,5.0008
3.5,0,0.00093223,0,5.0005
3.5,5,0.0010815,0,5.0001
3.5,10,0.0012326,0,4.9997
3.5,15,0.0013879,0,4.9993
3.5,20,0.0015498,0,4.9988
3.5,25,0.0017207,0,4.9983
3.5,30,0.0019026,0,4.9977
3.5,35,0.002098,0,4.9971
3.5,40,0.002309,0,4.9964
3.5,45,0.0025378,0,4.9956
3.5,50,0.0027864,0,4.9947
3.5,55,0.0030568,0,4.9938
3.5,60,0.0033511,0,4.9928
3.5,65,0.003671,0,4.9916
3.5,70,0.0040184,0,4.9904
3.5,75,0.004395,0,4.989
3.5,80,0.0048023,0,4.9876
3.5,85,0.0052419,0,4.9859
3.5,90,0.0057151,0,4.9842
3.5,95,0.0062233,0,4.9822
3.5,100,0.0067676,0,4.9801
3.5,105,0.0073492,0,4.9778
3.5,110,0.0079689,0,4.9753
3.5,115,0.0086276,0,4.9726
3.5,120,0.009326,0,4.9697
3.5,125,0.010065,0,4.9665
3.5,130,0.010844,0,4.9631
3.5,135,0.011665,0,4.9594
3.5,140,0.012527,0,4.9554
3.5,145,0.013431,0,4.9512
3.5,150,0.014377,0,4.9466
3.5,155,0.015363,0,4.9417
3.5,160,0.016391,0,4.9365
3.5,165,0.01746,0,4.9309
3.5,170,0.018569,0,4.925
3.5,175,0.019718,0,4.9186
3.5,180,0.020907,0,4.9119
3.5,185,0.022133,0,4.9048
3.5,190,0.023397,0,4.8973
3.5,195,0.024698,0,4.8893
3.5,200,0.026034,0,4.8809
4,-200,-0.02484,0,4.9027
4,-195,-0.023474,0,4.9107
4,-190,-0.022144,0,4.9182
4,-185,-0.020852,0,4.9254
4,-180,-0.019597,0,4.932
4,-175,-0.018381,0,4.9383
4,-170,-0.017204,0,4.9442
4,-165,-0.016068,0,4.9497
4,-160,-0.014973,0,4.9548
4,-155,-0.01392,0,4.9595
4,-150,-0.012908,0,4.9639
4,-145,-0.011938,0,4.968
4,-140,-0.011011,0,4.9718
4,-135,-0.010125,0,4.9752
4,-130,-0.009282,0,4.9784
4,-125,-0.0084806,0,4.9813
4,-120,-0.0077207,0,4.9839
4,-115,-0.0070019,0,4.9863
4,-110,-0.0063235,0,4.9885
4,-105,-0.005685,0,4.9904
4,-100,-0.0050853,0,4.9922
4,-95,-0.0045237,0,4.9937
4,-90,-0.003999,0,4.9951
4,-85,-0.00351,0,4.9963
4,-80,-0.0030556,0,4.9973
4,-75,-0.0026342,0,4.9982
4,-70,-0.0022445,0,4.999
4,-65,-0.0018848,0,4.9996
4,-60,-0.0015534,0,5.0002
4,-55,-0.0012486,0,5.0006
4,-50,-0.00096841,0,5.0009
4,-45,-0.00071103,0,5.0012
4,-40,-0.0004744,0,5.0013
4,-35,-0.00025642,0,5.0014
4,-30,-5.4981e-05,0,5.0015
4,-25,0.00013213,0,5.0014
4,-20,0.00030714,0,5.0013
4,-15,0.00047234,0,5.0012
4,-10,0.00063003,0,5.001
4,-5,0.00078254,0,5.0008
4,0,0.00093223,0,5.0005
4,5,0.0010815,0,5.0001
4,10,0.0012326,0,4.9997
4,15,0.0013879,0,4.9993
4,20,0.0015498,0,4.9988
4,25,0.0017207,0,4.9983
4,30,0.0019026,0,4.9977
4,35,0.002098,0,4.9971
4,40,0.002309,0,4.9964
4,45,0.0025378,0,4.9956
4,50,0.0027864,0,4.9947
4,55,0.0030568,0,4.9938
4,60,0.0033511,0,4.9928
4,65,0.003671,0,4.9916
4,70,0.0040184,0,4.9904
4,75,0.004395,0,4.989
4,80,0.0048023,0,4.9876
4,85,0.0052419,0,4.9859
4,90,0.0057151,0,4.9842
4,95,0.0062233,0,4.9822
4,100,0.0067676,0,4.9801
4,105,0.0073492,0,4.9778
4,110,0.0079689,0,4.9753
4,115,0.0086276,0,4.9726
4,120,0.009326,0,4.9697
4,125,0.010065,0,4.9665
4,130,0.010844,0,4.9631
4,135,0.011665,0,4.9594
4,140,0.012527,0,4.9554
